TicketID,CustomerID,OrderID,TicketDate,IssueCategory,TicketText,Priority,Status,ResolutionTimeHours
TIC000465,CUST000138,ORD000795,2026-05-23 11:16:11,Delivery Issue,Tracking shows delivered but I did not receive the parcel.,High,Open,4
TIC000466,CUST000438,ORD001179,2026-05-26 10:36:25,Delivery Issue,My order delivery is delayed.,Medium,Open,12
TIC000467,CUST000441,ORD001006,2026-05-07 08:45:09,Refund Issue,Refund is delayed.,Medium,Closed,8
TIC000468,CUST000495,ORD000794,2026-05-11 10:49:00,Login Issue,My account is locked after multiple attempts.,Medium,Open,72
TIC000469,CUST000108,ORD000007,2026-05-30 13:23:04,Delivery Issue,My order delivery is delayed.,Medium,Resolved,2
TIC000470,CUST000123,ORD000266,2026-05-26 19:03:15,Refund Issue,Refund is delayed.,High,In Progress,12
TIC000471,CUST000275,ORD000418,2026-05-18 10:18:43,Delivery Issue,Tracking shows delivered but I did not receive the parcel.,Medium,Open,8
TIC000472,CUST000152,ORD001121,2026-05-22 02:01:54,Wrong Item,The color and size are different from what I ordered.,Critical,In Progress,8
TIC000473,CUST000400,ORD000564,2026-05-14 02:41:31,Login Issue,Password reset email is not arriving.,Critical,Resolved,72
TIC000474,CUST000276,ORD000640,2026-05-01 10:25:28,Product Quality Issue,The product arrived damaged.,Low,Closed,12
TIC000475,CUST000319,ORD000029,2026-05-09 18:46:03,Product Quality Issue,The product arrived damaged.,Critical,Resolved,24
TIC000476,CUST000406,ORD000949,2026-05-27 09:24:48,Product Quality Issue,The product arrived damaged.,Low,Resolved,8
TIC000477,CUST000214,ORD000717,2026-05-13 18:11:05,Delivery Issue,My order delivery is delayed.,Low,In Progress,
TIC000478,CUST000382,ORD000462,2026-05-26 07:59:48,Wrong Item,The product code does not match my order.,Medium,Open,24
TIC000479,CUST000133,ORD000788,2026-05-07 16:08:12,Refund Issue,Refund is delayed.,Medium,Closed,48
TIC000480,CUST000087,ORD000625,2026-05-11 21:45:15,Delivery Issue,Carrier has not updated shipment status.,Medium,Resolved,24
TIC000481,CUST000069,ORD000546,2026-05-25 01:52:24,Payment Issue,Payment failed during checkout.,Medium,Closed,24
TIC000482,CUST000178,ORD001018,2026-05-30 16:31:13,Product Quality Issue,The stitching came loose after first use.,Low,Resolved,2
TIC000483,CUST000364,ORD000833,2026-05-11 16:44:14,Login Issue,I cannot login to my account.,Low,In Progress,48
TIC000484,CUST000127,ORD000080,2026-05-06 19:43:08,Delivery Issue,Carrier has not updated shipment status.,Low,Resolved,12
TIC000485,CUST000018,ORD000771,2026-05-28 18:11:58,Refund Issue,I returned the item but refund is not processed.,Critical,Closed,24
TIC000486,CUST000240,ORD000143,2026-05-08 10:08:23,Product Quality Issue,The product arrived damaged.,Critical,In Progress,12
TIC000487,CUST000073,ORD000681,2026-05-02 17:55:46,Refund Issue,Refund is delayed.,High,Resolved,4
TIC000488,CUST000306,ORD000896,2026-05-28 07:43:28,Refund Issue,I returned the item but refund is not processed.,Low,Closed,72
TIC000489,CUST000119,ORD000707,2026-05-24 13:34:19,Product Quality Issue,The item quality is poor.,Low,In Progress,
TIC000490,CUST000172,ORD000296,2026-05-03 20:36:35,Wrong Item,I received the wrong item.,Low,Open,72
TIC000491,CUST000352,ORD000718,2026-05-29 20:19:07,Delivery Issue,My order delivery is delayed.,Medium,Open,8
TIC000492,CUST000241,ORD000519,2026-05-15 05:44:09,Wrong Item,The color and size are different from what I ordered.,Low,Resolved,
TIC000493,CUST000363,ORD000814,2026-05-01 00:12:44,Refund Issue,Refund is delayed.,Medium,In Progress,12
TIC000494,CUST000010,ORD000842,2026-05-23 17:07:16,Wrong Item,The color and size are different from what I ordered.,Low,In Progress,24
TIC000495,CUST000070,ORD001042,2026-05-22 06:40:09,Payment Issue,My card was charged but order was not created.,High,In Progress,72
TIC000496,CUST000131,ORD000668,2026-05-19 05:29:11,Wrong Item,The color and size are different from what I ordered.,Low,Open,72
TIC000497,CUST000203,ORD000534,2026-05-26 07:53:34,Login Issue,My account is locked after multiple attempts.,Critical,Resolved,8
TIC000498,CUST000253,ORD000590,2026-05-07 06:26:01,Wrong Item,I received the wrong item.,Medium,In Progress,
TIC000499,CUST000192,ORD000202,2026-05-04 15:52:58,Refund Issue,Refund is delayed.,Low,Resolved,24
TIC000500,CUST000241,ORD000519,2026-05-26 14:01:40,Delivery Issue,Tracking shows delivered but I did not receive the parcel.,Critical,Closed,24
TIC_BAD_001,,ORD999999,2026-07-01 10:00:00,,,Unknown,InvalidStatus,-5
