ReviewID,OrderID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,RecommendationFlag
REV000581,ORD000778,CUST000353,P0054,2026-05-05,3,"Average quality, not bad but not excellent.",True
REV000582,ORD000968,CUST000491,P0081,2026-05-24,3,"Good product, but the size guide was confusing.",True
REV000583,ORD000950,CUST000430,P0015,2026-05-11,2,The product is not worth the price.,False
REV000584,ORD000567,CUST000372,P0007,2026-05-05,4,Very comfortable and worth the price. I will buy again.,True
REV000585,ORD000097,CUST000098,P0090,2026-05-05,5,Very comfortable and worth the price. I will buy again.,True
REV000586,ORD000726,CUST000200,P0020,2026-05-14,1,The product is not worth the price.,False
REV000587,ORD000097,CUST000098,P0018,2026-05-05,3,"The product is fine, but packaging can be improved.",False
REV000588,ORD001099,CUST000069,P0056,2026-05-05,2,The product is not worth the price.,False
REV000589,ORD000013,CUST000313,P0093,2026-05-03,1,Payment failed twice and the order process was frustrating.,False
REV000590,ORD000567,CUST000372,P0049,2026-05-09,5,Excellent quality and fast delivery. I highly recommend this product.,True
REV000591,ORD000053,CUST000172,P0015,2026-05-27,3,"Average quality, not bad but not excellent.",False
REV000592,ORD000606,CUST000206,P0080,2026-05-23,5,Very comfortable and worth the price. I will buy again.,True
REV000593,ORD000605,CUST000331,P0013,2026-05-01,4,"Great product, good packaging, and smooth ordering experience.",True
REV000594,ORD000185,CUST000268,P0083,2026-05-26,5,Excellent quality and fast delivery. I highly recommend this product.,True
REV000595,ORD000560,CUST000462,P0050,2026-05-11,5,The product quality is better than expected.,True
REV000596,ORD001184,CUST000349,P0055,2026-05-16,3,"Average quality, not bad but not excellent.",True
REV000597,ORD001100,CUST000177,P0061,2026-05-18,3,"Average quality, not bad but not excellent.",True
REV000598,ORD000332,CUST000094,P0032,2026-05-04,5,Very comfortable and worth the price. I will buy again.,True
REV000599,ORD001146,CUST000484,P0017,2026-05-04,1,Payment failed twice and the order process was frustrating.,False
REV000600,ORD000867,CUST000289,P0058,2026-05-15,1,Wrong item received and return process was difficult.,False
REV000601,ORD000585,CUST000382,P0040,2026-05-07,5,"Great product, good packaging, and smooth ordering experience.",True
REV000602,ORD000481,CUST000193,P0080,2026-05-20,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000603,ORD000301,CUST000111,P0059,2026-05-29,4,Perfect fit and very useful for training.,True
REV000604,ORD000929,CUST000459,P0063,2026-05-17,4,Perfect fit and very useful for training.,True
REV000605,ORD001194,CUST000474,P0079,2026-05-29,3,"The product is fine, but packaging can be improved.",True
REV000606,ORD000223,CUST000016,P0088,2026-05-25,5,Perfect fit and very useful for training.,True
REV000607,ORD001059,CUST000276,P0058,2026-05-21,5,Perfect fit and very useful for training.,True
REV000608,ORD000050,CUST000274,P0090,2026-05-04,3,"Average quality, not bad but not excellent.",False
REV000609,ORD000656,CUST000370,P0067,2026-05-02,5,Very comfortable and worth the price. I will buy again.,True
REV000610,ORD000313,CUST000447,P0094,2026-05-05,3,It works as expected.,True
REV000611,ORD000985,CUST000160,P0069,2026-05-28,4,The product quality is better than expected.,True
REV000612,ORD000114,CUST000260,P0057,2026-05-16,2,Payment failed twice and the order process was frustrating.,False
REV000613,ORD000917,CUST000363,P0020,2026-05-25,1,Wrong item received and return process was difficult.,False
REV000614,ORD000764,CUST000252,P0035,2026-05-24,4,Very comfortable and worth the price. I will buy again.,True
REV000615,ORD001065,CUST000028,P0042,2026-05-29,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000616,ORD000721,CUST000229,P0030,2026-05-17,3,"Product is okay, but delivery took a little longer.",True
REV000617,ORD000729,CUST000070,P0064,2026-05-23,1,Delivery was very late and customer support was slow.,False
REV000618,ORD000778,CUST000353,P0060,2026-05-18,1,Delivery was very late and customer support was slow.,False
REV000619,ORD000076,CUST000061,P0080,2026-05-21,4,Perfect fit and very useful for training.,True
REV000620,ORD000527,CUST000438,P0023,2026-05-16,5,Very comfortable and worth the price. I will buy again.,True
REV000621,ORD000697,CUST000289,P0023,2026-05-30,5,"Great product, good packaging, and smooth ordering experience.",True
REV000622,ORD000628,CUST000271,P0093,2026-05-25,3,"The product is fine, but packaging can be improved.",True
REV000623,ORD000876,CUST000439,P0099,2026-05-15,1,Delivery was very late and customer support was slow.,False
REV000624,ORD001189,CUST000425,P0054,2026-05-17,4,Perfect fit and very useful for training.,True
REV000625,ORD000967,CUST000388,P0001,2026-05-14,5,The product quality is better than expected.,True
REV000626,ORD000438,CUST000196,P0036,2026-05-07,5,The product quality is better than expected.,True
REV000627,ORD000508,CUST000185,P0030,2026-05-07,2,Delivery was very late and customer support was slow.,False
REV000628,ORD000302,CUST000026,P0023,2026-05-19,3,"Product is okay, but delivery took a little longer.",True
REV000629,ORD000574,CUST000440,P0070,2026-05-15,3,"The product is fine, but packaging can be improved.",False
REV000630,ORD000745,CUST000164,P0048,2026-05-27,5,"Great product, good packaging, and smooth ordering experience.",True
REV000631,ORD001073,CUST000193,P0072,2026-05-27,5,"Great product, good packaging, and smooth ordering experience.",True
REV000632,ORD000521,CUST000105,P0093,2026-05-27,5,Excellent quality and fast delivery. I highly recommend this product.,True
REV000633,ORD000106,CUST000494,P0041,2026-05-08,5,"Great product, good packaging, and smooth ordering experience.",True
REV000634,ORD000472,CUST000408,P0020,2026-05-09,2,The product is not worth the price.,False
REV000635,ORD001169,CUST000250,P0034,2026-05-05,1,Delivery was very late and customer support was slow.,False
REV000636,ORD000234,CUST000392,P0066,2026-05-03,5,Very comfortable and worth the price. I will buy again.,True
REV000637,ORD000057,CUST000208,P0002,2026-05-23,3,"Good product, but the size guide was confusing.",False
REV000638,ORD000182,CUST000470,P0074,2026-05-18,3,"Good product, but the size guide was confusing.",False
REV000639,ORD000674,CUST000402,P0013,2026-05-08,4,"Great product, good packaging, and smooth ordering experience.",True
REV000640,ORD000152,CUST000389,P0028,2026-05-07,2,Delivery was very late and customer support was slow.,False
REV000641,ORD000544,CUST000407,P0017,2026-05-17,3,"The product is fine, but packaging can be improved.",True
REV000642,ORD000250,CUST000354,P0056,2026-05-26,5,The product quality is better than expected.,True
REV000643,ORD000614,CUST000462,P0047,2026-05-27,3,"Product is okay, but delivery took a little longer.",True
REV000644,ORD000586,CUST000220,P0001,2026-05-15,1,The product is not worth the price.,False
REV000645,ORD000146,CUST000317,P0047,2026-05-14,4,The product quality is better than expected.,True
REV000646,ORD000525,CUST000333,P0031,2026-05-20,3,"Product is okay, but delivery took a little longer.",False
REV000647,ORD000022,CUST000263,P0082,2026-05-01,4,"Great product, good packaging, and smooth ordering experience.",True
REV000648,ORD000809,CUST000229,P0056,2026-05-13,5,Excellent quality and fast delivery. I highly recommend this product.,True
REV000649,ORD000969,CUST000110,P0096,2026-05-03,5,The product quality is better than expected.,True
REV000650,ORD000226,CUST000344,P0040,2026-05-21,4,Perfect fit and very useful for training.,True
REV000651,ORD000871,CUST000218,P0017,2026-05-10,4,Perfect fit and very useful for training.,True
REV000652,ORD000500,CUST000373,P0016,2026-05-23,3,"Product is okay, but delivery took a little longer.",False
REV000653,ORD001191,CUST000460,P0080,2026-05-22,5,Very comfortable and worth the price. I will buy again.,True
REV000654,ORD000459,CUST000149,P0080,2026-05-16,5,Excellent quality and fast delivery. I highly recommend this product.,True
REV000655,ORD000736,CUST000401,P0044,2026-05-12,5,The product quality is better than expected.,True
REV000656,ORD000453,CUST000022,P0056,2026-05-09,2,Poor quality and the item arrived damaged.,False
REV000657,ORD000850,CUST000292,P0035,2026-05-04,5,"Great product, good packaging, and smooth ordering experience.",True
REV000658,ORD000564,CUST000400,P0096,2026-05-29,3,It works as expected.,False
REV000659,ORD000659,CUST000350,P0044,2026-05-03,5,Excellent quality and fast delivery. I highly recommend this product.,True
REV000660,ORD000917,CUST000363,P0023,2026-05-23,3,It works as expected.,True
REV000661,ORD000450,CUST000038,P0096,2026-05-20,4,Perfect fit and very useful for training.,True
REV000662,ORD001028,CUST000367,P0046,2026-05-06,3,"Product is okay, but delivery took a little longer.",False
REV000663,ORD000927,CUST000153,P0049,2026-05-30,1,Payment failed twice and the order process was frustrating.,False
REV000664,ORD000533,CUST000120,P0020,2026-05-14,5,Very comfortable and worth the price. I will buy again.,True
REV000665,ORD000837,CUST000226,P0013,2026-05-05,3,It works as expected.,True
REV000666,ORD000993,CUST000436,P0099,2026-05-12,3,"Product is okay, but delivery took a little longer.",True
REV000667,ORD001004,CUST000444,P0004,2026-05-28,1,Payment failed twice and the order process was frustrating.,False
REV000668,ORD000298,CUST000136,P0055,2026-05-18,5,"Great product, good packaging, and smooth ordering experience.",True
REV000669,ORD000604,CUST000241,P0070,2026-05-24,2,Payment failed twice and the order process was frustrating.,False
REV000670,ORD000072,CUST000451,P0016,2026-05-06,4,The product quality is better than expected.,True
REV000671,ORD000075,CUST000381,P0018,2026-05-05,3,It works as expected.,True
REV000672,ORD000929,CUST000459,P0005,2026-05-23,1,Wrong item received and return process was difficult.,False
REV000673,ORD000970,CUST000317,P0078,2026-05-29,3,"Product is okay, but delivery took a little longer.",True
REV000674,ORD000686,CUST000408,P0072,2026-05-09,5,"Great product, good packaging, and smooth ordering experience.",True
REV000675,ORD001058,CUST000319,P0002,2026-05-12,5,Perfect fit and very useful for training.,True
REV000676,ORD000307,CUST000141,P0072,2026-05-06,3,"The product is fine, but packaging can be improved.",True
REV000677,ORD000424,CUST000211,P0054,2026-05-05,2,The product is not worth the price.,False
REV000678,ORD000571,CUST000047,P0024,2026-05-13,4,Very comfortable and worth the price. I will buy again.,True
REV000679,ORD000422,CUST000421,P0069,2026-05-13,4,Very comfortable and worth the price. I will buy again.,True
REV000680,ORD000736,CUST000401,P0096,2026-05-26,3,"The product is fine, but packaging can be improved.",False
REV000681,ORD001028,CUST000367,P0041,2026-05-14,1,The product is not worth the price.,False
REV000682,ORD000627,CUST000439,P0051,2026-05-21,1,Payment failed twice and the order process was frustrating.,False
REV000683,ORD000587,CUST000455,P0015,2026-05-25,5,Excellent quality and fast delivery. I highly recommend this product.,True
REV000684,ORD000274,CUST000341,P0079,2026-05-08,3,"The product is fine, but packaging can be improved.",False
REV000685,ORD000888,CUST000123,P0044,2026-05-03,5,Excellent quality and fast delivery. I highly recommend this product.,True
REV000686,ORD000877,CUST000332,P0091,2026-05-05,3,"Product is okay, but delivery took a little longer.",False
REV000687,ORD000411,CUST000204,P0049,2026-05-19,3,"Good product, but the size guide was confusing.",False
REV000688,ORD000549,CUST000285,P0094,2026-05-19,3,"Good product, but the size guide was confusing.",False
REV000689,ORD000395,CUST000482,P0046,2026-05-25,2,Payment failed twice and the order process was frustrating.,False
REV000690,ORD000177,CUST000025,P0038,2026-05-24,4,Perfect fit and very useful for training.,True
REV000691,ORD000894,CUST000236,P0077,2026-05-20,3,"Good product, but the size guide was confusing.",True
REV000692,ORD000439,CUST000496,P0034,2026-05-16,5,Excellent quality and fast delivery. I highly recommend this product.,True
REV000693,ORD000529,CUST000301,P0012,2026-05-25,3,It works as expected.,False
REV000694,ORD000434,CUST000393,P0068,2026-05-24,5,Perfect fit and very useful for training.,True
REV000695,ORD001167,CUST000307,P0040,2026-05-07,4,Excellent quality and fast delivery. I highly recommend this product.,True
REV000696,ORD000042,CUST000127,P0056,2026-05-14,3,It works as expected.,False
REV000697,ORD000425,CUST000096,P0001,2026-05-22,1,Delivery was very late and customer support was slow.,False
REV000698,ORD000695,CUST000087,P0090,2026-05-12,4,"Great product, good packaging, and smooth ordering experience.",True
REV000699,ORD000506,CUST000345,P0099,2026-05-24,4,Very comfortable and worth the price. I will buy again.,True
REV000700,ORD000584,CUST000176,P0016,2026-05-29,1,Poor quality and the item arrived damaged.,False
REV_BAD_001,ORD999999,CUST999999,P9999,2026-07-01,10,,False
